flock_id,farm_no,house_no,survey_date,season,first_date_placed,last_date_sold,carbon_add_backs,caked_litter,pulled_cake_from_house,house_clean_out,litter_condition,litter_depth,moisture_percent,paw_score,proper_windrowing,litter_intervention,avg_weight,feed_conversion,livability,one_week_mortality,weight_gain_per_day,age_days,head_placed,head_sold,feed_consumed,goal_weight,breed,bird_type,hen_age_weeks,moisture_percent_single,paw_score_single,caked_litter_single,moisture_composite,paw_score_composite,caked_litter_composite,moisture_percent_num,paw_score_num,caked_litter_num,moisture_level,paw_score_level,mortality_rate,feed_efficiency,production_days
8582-167,8582,167,2025-04-14,Spring,2025-03-28,2025-05-20,Done per SOP,"11 – 49 % caked,Greater than 50 % of area caked",TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"31 – 40 % moisture,Greater than 40 % moisture",50 – 80 % acceptable paws,Performed but not recorded,None,8.02875337707449,1.75099146737171,95.0825688073,1.8027522936,0.1543086373,53,21800,20728,291400,6.7,ROSS 708,TP,47,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,TRUE,FALSE,TRUE,35.5,65,30,High,Acceptable,4.91743119266055,0.5711050102951271,53
4310-33,4310,33,2025-03-13,Winter,2025-02-11,2025-04-02,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.59073558746029,1.79979822889811,95.4336075206,0.6909518214,0.131285499,50,85100,81214,963360,6.7,ROSS 708,ORG,43,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,4.566392479435958,0.5556178375685088,50
1217-149,1217,149,2025-03-07,Winter,2025-02-14,2025-03-21,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,"31 – 40 % moisture,Greater than 40 % moisture",Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.48523035653015,1.53863914543229,96.3311298077,0.7710336538,0.1319185399,34,166400,160295,1106220,4.2,ROSS 308,SB,40,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,90,5,High,Good,3.6688701923076925,0.6499249697166933,35
2402-259,2402,259,2024-09-17,Summer,2024-08-22,2024-10-04,Not done,11 – 49 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,5.5501240332701,1.67082949914552,96.5211267606,1.3309859155,0.1290726519,43,28400,27412,254200,6.7,ROSS 708,TP,30,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.4788732394366195,0.5985051140834003,43
0717-46,717,46,2024-12-03,Fall,2024-11-07,2024-12-20,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.35550295857988,1.62959928496946,96.0227272727,1.1909090909,0.1479625705,43,44000,42250,437580,6.7,ROSS 708,TP,46,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.977272727272727,0.6136477901183792,43
1819-90,1819,90,2024-07-11,Summer,2024-06-13,2024-08-05,Done per SOP,11 – 49 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.95859455078544,1.75560084954782,96.2178899083,1.7041284404000001,0.1312942368,53,43600,41951,512495,6.7,ROSS 708,TP,56,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,3.782110091743119,0.569605557127387,53
0951-113,951,113,2025-04-11,Spring,2025-03-18,2025-05-14,Done per SOP,Less than 10 % caked,NA,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,9.10730904144892,1.76859639469685,97.4581395349,0.7046511628,0.1602958736,57,86000,83814,1350005,9,ROSS 708,BB,35,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.541860465116279,0.5654201280736,57
1372-86,1372,86,2024-09-04,Summer,2024-08-06,2024-09-25,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.73461807051692,1.63830913824295,94.1300699301,1.6671328671,0.1357064685,50,71500,67303,742580,6.7,ROSS 708,ORG,28,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.86993006993007,0.610385413019473,50
8966-157,8966,157,2025-04-09,Spring,2025-03-03,2025-04-17,Done per SOP,Greater than 50 % of area caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Less than 50 % acceptable paws,None,Acid and disinfect used,6.1836494440811,1.60761729491898,96.0427135678,1.2600502513,0.1405374874,44,79600,76450,759985,6.7,ROSS 708,TP,42,Greater than 40 % moisture,Less than 50 % acceptable paws,Greater than 50 % of area caked,FALSE,FALSE,FALSE,45.5,25,75,High,Poor,3.957286432160804,0.6220385928669656,45
0072-22,72,22,2024-10-14,Fall,2024-09-24,2024-11-08,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.01265040382397,1.64818558749957,95.9209486166,1.7302371542,0.1336474186,45,101200,97072,961980,6.7,ROSS 708,TP,37,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.07905138339921,0.6067277905985577,45
3794-47,3794,47,2025-03-03,Winter,2025-02-10,2025-04-01,Done per SOP,11 – 49 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed but not recorded,None,6.76739269940735,1.77767396457956,92.0145883987,2.4583188607,0.135347854,50,115160,105964,1274770,6.7,ROSS 708,TP,51,31 – 40 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,65,30,High,Acceptable,7.985411601250434,0.5625328490629671,50
2742-84,2742,84,2025-04-02,Spring,2025-03-10,2025-04-25,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.69301136285945,1.67318378687587,96.3544137022,0.8339920949,0.145500247,46,151800,146266,1637980,6.7,ROSS 708,TP,44,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.645586297760211,0.5976629751279008,46
0311-110,311,110,2025-03-04,Winter,2025-02-10,2025-03-20,Done per SOP,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.40692461549072,1.64025917115312,92.9423076923,1.4801282051,0.1162831556,38,156000,144990,1048060,4.2,ROSS 308,SB,34,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,7.0576923076923075,0.6096597523042588,38
1415-26,1415,26,2024-09-18,Summer,2024-08-23,2024-09-27,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.52794466602716,1.54645425656464,96.0263736796,1.1423342403,0.1293698476,35,165013,158456,1109550,4.2,ROSS 308,SB,44,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.973626320350518,0.6466405299445733,35
3343-236,3343,236,2024-08-22,Summer,2024-08-01,2024-09-19,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.98063590724361,1.70890410958904,96.1609195402,0.6666666667,0.1424619573,49,17400,16732,199600,6.7,ROSS 708,TP,39,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.8390804597701145,0.5851703406813631,49
2750-13,2750,13,2024-11-01,Fall,2024-10-11,2024-12-10,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,None,9.19146273131472,1.77998574934685,96.1779650341,0.9546338937,0.1643486647,56,142882,137421,2248300,9,ROSS 708,BB,47,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.8220349659159303,0.5618022505893326,60
0953-161,953,161,2025-03-25,Spring,2025-03-04,2025-04-08,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.35808105077687,1.59070339060921,94.2241842828,1.31024139,0.1245166015,35,106011,99888,692465,4.2,ROSS 308,SB,56,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,5.775815717236891,0.6286527116893983,35
0458-68,458,68,2025-02-11,Winter,2025-01-16,2025-02-19,Not done,11 – 49 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,3.9028966564068,1.51871657754011,94.868,1.587,0.1147910781,34,100000,94868,562320,4.2,ROSS 308,SB,29,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,5.132,0.6584507042253508,34
3003-8,3003,8,2025-03-06,Winter,2025-02-13,2025-04-04,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,Less than 30 % moisture,"50 – 80 % acceptable paws,Greater than 80 % acceptable paws",Performed but not recorded,None,5.2777842106482,1.96498464238701,91.4019008107,1.9283280063,0.1077098818,49,47243,43181,447820,6.7,ROSS 708,TP,42,Less than 30 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,TRUE,FALSE,15,65,5,Low,Acceptable,8.598099189297885,0.5089098298423478,50
5809-37,5809,37,2025-04-08,Spring,2025-03-17,2025-05-02,Not done,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.69584786767188,1.61768561153497,95.3540772532,1.1008583691,0.1521783606,44,93200,88870,962620,6.7,ROSS 308,TP,33,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.645922746781116,0.6181670856620478,46
5404-56,5404,56,2024-10-07,Fall,2024-09-16,2024-10-31,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,"31 – 40 % moisture,Less than 30 % moisture",Greater than 80 % acceptable paws,None,Acid and disinfect used,6.01461632155908,1.60118806534359,96.0233918129,0.5575048733,0.1338839048,45,51300,49260,474400,6.7,ROSS 708,ORG,38,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,90,5,High,Good,3.976608187134503,0.624536256323779,45
1788-47,1788,47,2024-08-22,Summer,2024-07-27,2024-08-31,Done per SOP,11 – 49 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.3407441223465,1.58548231037819,97.4421708185,0.7179715302,0.1240212606,35,112400,109525,753770,4.2,ROSS 308,SB,54,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,2.557829181494662,0.6307228995582214,35
0420-154,420,154,2025-03-28,Winter,2025-02-24,2025-04-15,Done per SOP,11 – 49 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.31115733888067,1.7848630831643,93.2723880597,1.0820895522,0.1256500249,50,26800,24997,281580,6.7,ROSS 708,ORG,38,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,6.727611940298507,0.5602670644221891,50
1388-107,1388,107,2024-08-21,Summer,2024-07-29,2024-09-20,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,7.5462791558682,1.75432356187906,94.3580786026,2.423580786,0.1423826256,53,22900,21608,286060,6.7,ROSS 708,TP,28,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,5.641921397379913,0.5700202754666862,53
8649-166,8649,166,2025-04-29,Spring,2025-04-01,2025-05-16,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.17706526796667,1.63254629122384,96.8893442623,0.4295081967,0.1373935113,45,122000,118205,1192020,6.7,ROSS 708,TP,36,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.110655737704918,0.6125400580527177,45
3301-47,3301,47,2024-07-23,Summer,2024-06-25,2024-08-15,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"31 – 40 % moisture,Less than 30 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,None,7.25979281017591,1.67039106145251,97.233151184,1.2340619308,0.1425488837,51,219600,213524,2589340,6.7,ROSS 708,TP,38,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,90,5,High,Good,2.766848816029144,0.598662207357861,51
1916-79,1916,79,2025-04-04,Spring,2025-03-14,2025-05-13,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,9.49306235246704,1.8508202686721,95.4340659341,1.146978022,0.1582177059,60,72800,69476,1220690,9,ROSS 708,BB,40,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.565934065934066,0.5403009773161095,60
1552-113,1552,113,2025-02-27,Winter,2025-01-31,2025-03-20,Done per SOP,"11 – 49 % caked,Less than 10 % caked",TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,5.86826136353628,1.65318925408975,92.161525974,1.3555194805,0.1304058081,45,123200,113543,1101520,6.7,ROSS 708,TP,41,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,TRUE,15,90,30,Low,Good,7.838474025974026,0.6048914227612752,48
5445-55,5445,55,2024-09-03,Summer,2024-08-08,2024-09-26,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,7.167352220733,1.63666064826756,98.35,1.0651515152,0.1460931663,49,66000,64911,761440,6.7,ROSS 708,ORG,38,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,1.6500000000000001,0.6110002101281785,49
0920-133,920,133,2024-10-10,Fall,2024-09-19,2024-11-04,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.54366787494336,1.67191760072705,96.0870748299,1.274829932,0.1422536495,46,73500,70624,772660,6.7,ROSS 708,TP,45,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.9129251700680276,0.598115600652293,46
8798-148,8798,148,2025-04-21,Spring,2025-04-04,2025-05-09,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,4.0834487534626,1.47216569151191,96.2666666667,2.515,0.1166699644,35,60000,57760,347225,4.2,ROSS 708,SB,53,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.733333333333334,0.6792713658290752,35
1457-111,1457,111,2025-04-16,Spring,2025-03-25,2025-04-28,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,4.41580676076782,1.5069640524253,96.3019713262,1.188172043,0.1298766694,34,111600,107473,715175,4.2,ROSS 308,SB,37,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,3.698028673835126,0.6635858356346359,34
1460-111,1460,111,2025-03-17,Winter,2025-02-17,2025-04-03,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,5.78538615571872,1.71876102831392,91.879509379500007,1.2337662338,0.1293446935,45,138600,127345,1266280,6.7,ROSS 708,TP,36,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,8.12049062049062,0.5818144486211592,45
0061-82,61,82,2025-03-18,Winter,2025-01-30,2025-03-19,Not done,Less than 10 % caked,TRUE,"4 – 5 years since cleanout,Cleaned within 3 years",None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,6.22711959573273,2.10270050944502,77.0995670996,1.6926406926,0.1303908151,48,92400,71240,932800,6.7,ROSS 708,TP,31,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,22.9004329004329,0.4755789022298457,48
8118-27,8118,27,2025-02-25,Winter,2025-02-06,2025-03-24,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,7.33435794159733,1.61281721486791,89.3418560606,3.9886363636,0.1594425639,46,105600,94345,1116005,6.7,ROSS 308,TP,30,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,10.65814393939394,0.6200330643679917,46
5800-49,5800,49,2024-09-18,Summer,2024-08-26,2024-10-09,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Greater than 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.31891004121433,1.63540066041129,95.6630434783,1.1986166008,0.1439942493,44,101200,96811,1000440,6.7,ROSS 708,TP,35,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,45.5,90,5,High,Good,4.336956521739131,0.6114709527807749,44
8660-135,8660,135,2025-03-13,Winter,2025-02-18,2025-04-16,Done per SOP,11 – 49 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,8.66572548115708,1.80549921867208,95.3516483516,0.5412087912,0.1520302716,57,72800,69416,1086080,9,ROSS 708,BB,30,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.648351648351649,0.553863435474365,57
5491-61,5491,61,2025-03-11,Winter,2025-02-20,2025-04-11,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.64689911403258,1.67521229710846,97.8741258741,0.743006993,0.1358419365,49,57200,55984,623380,6.7,ROSS 708,ORG,30,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,2.125874125874126,0.5969392665789726,50
2919-92,2919,92,2024-08-30,Summer,2024-08-05,2024-09-09,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.96540521646157,1.48672822891217,97.2621916466,0.9949303549,0.1460413299,34,100007,97269,718060,4.2,COBB 500,SB,46,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.737808353415261,0.6726178870846449,35
1232-20,1232,20,2025-01-22,Winter,2024-12-27,2025-02-12,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,6.69497772154684,1.61562921089822,94.2894190871,1.9284232365,0.1487772827,45,96400,90895,983175,6.7,ROSS 708,TP,43,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.710580912863071,0.6189538993566743,47
2859-43,2859,43,2024-08-29,Summer,2024-08-01,2024-09-17,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,7.35277450852186,1.65274484230496,95.1908713693,1.2562240664,0.1564420108,47,96400,91764,1115140,6.7,ROSS 308,TP,38,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,4.809128630705394,0.6050540739279359,47
4311-214,4311,214,2024-09-17,Summer,2024-08-27,2024-10-10,Not done,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,"31 – 40 % moisture,Greater than 40 % moisture",Greater than 80 % acceptable paws,None,Only 1 intervention used,6.35015387470424,1.64224830743753,94.8137829912,1.1407624633,0.144571576,44,68200,64663,674340,6.7,ROSS 708,TP,34,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,TRUE,FALSE,FALSE,35.5,90,30,High,Good,5.186217008797654,0.6089213156567916,44
1704-104,1704,104,2024-08-26,Summer,2024-08-05,2024-09-25,Done per SOP,11 – 49 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,None,6.80652794379528,1.71975127231023,94.2367816092,3.5425287356,0.1334613322,51,43500,40993,479845,6.7,ROSS 708,TP,27,Less than 30 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,90,30,Low,Good,5.763218390804598,0.5814794360678965,51
0659-109,659,109,2025-03-17,Winter,2025-02-20,2025-03-28,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,3.88281935659595,1.58929592101845,95.3163461538,3.0134615385,0.1078560932,36,104000,99129,611720,4.2,ROSS 308,SB,36,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.683653846153846,0.6292094422284691,36
0621-58,621,58,2025-03-28,Winter,2025-02-28,2025-04-11,Not done,Greater than 50 % of area caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,Performed per SOP,Only 1 intervention used,5.16308917142808,1.62154797115417,96.6012779394,1.6177287155,0.1358707677,38,120663,116562,975880,4.2,ROSS 308,SB,46,31 – 40 % moisture,50 – 80 % acceptable paws,Greater than 50 % of area caked,FALSE,FALSE,FALSE,35.5,65,75,High,Acceptable,3.3987220606151016,0.6166946755748641,42
0541-116,541,116,2025-04-21,Spring,2025-03-27,2025-05-23,Done per SOP,11 – 49 % caked,FALSE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,9.18353062901312,1.76817549208032,91.2805555556,1.0055555556,0.1611145724,57,36000,32861,533600,9,ROSS 708,BB,36,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,8.719444444444445,0.5655547226386817,57
8102-8,8102,8,2024-10-14,Fall,2024-10-01,2024-11-15,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,5.854704595186,1.66426222155778,95.6066945607,3.4686192469,0.1301045466,45,47800,45700,445290,6.7,ROSS 708,TP,52,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.393305439330543,0.6008668508163224,45
